id,content,timestamp,link,competitor,platform,label,user
1837175944668237976,@kevinhou22 I prefer quality of code over speed tbh,2024-09-20 17:04:12.000,https://twitter.com/emicovi/status/1837175944668237976,codeiumdev,twitter,pain,emicovi
1837167844636918209,"@kevinhou22 Wow, that's impressive!",2024-09-20 16:32:01.000,https://twitter.com/oromancov/status/1837167844636918209,codeiumdev,twitter,neither,oromancov
1837164042512732490,"@kevinhou22 Incredible, lots of infra went into this",2024-09-20 16:16:55.000,https://twitter.com/_mohansolo/status/1837164042512732490,codeiumdev,twitter,pain,_mohansolo
1837161899882074377,"GitHub Copilot RIP? 🕊🪦

Codeium just rolled out ""Fast"" mode. This was recorded at 1x speed 🤯 (Codeium on the left)

Don't know how I could go back",2024-09-20 16:08:24.000,https://twitter.com/kevinhou22/status/1837161899882074377,codeiumdev,twitter,wow,kevinhou22
1836704663779061852,"@LM_Braswell @codeiumdev @kleinerperkins 🤣📷This clownware would be decent if the devs weren't complete LIARS. Facts about this ""100% free forever"" Ai : use it for more than a few hours a day, they cut your contextual memory. &amp; after 5+ days of heavy use, every prompt causes a reset. Say hi to friendster for me📷📷🤡💻 https://t.co/3pgY4GDeZV",2024-09-19 09:51:30.000,https://twitter.com/Jephrology/status/1836704663779061852,codeiumdev,twitter,pain,Jephrology
1836704551120089449,"@TechCrunch 🤣📷This clownware would be decent if the devs weren't complete LIARS. Facts about this ""100% free forever"" Ai : use it for more than a few hours a day, they cut your contextual memory. &amp; after 5+ days of heavy use, every prompt causes a reset. Say hi to friendster for me📷📷🤡💻 https://t.co/uo5bkeWUyP",2024-09-19 09:51:03.000,https://twitter.com/Jephrology/status/1836704551120089449,codeiumdev,twitter,pain,Jephrology
1836704412628103360,"@TechCrunch 🤣This clownware would be decent if the devs weren't complete LIARS. Facts about this ""100% free forever"" Ai : use it for more than a few hours a day, they cut your contextual memory. &amp; after 5+ days of heavy use, every prompt causes a reset. 
Say hi to friendster for me🤡💻 https://t.co/YafTxHOsJr",2024-09-19 09:50:30.000,https://twitter.com/Jephrology/status/1836704412628103360,codeiumdev,twitter,pain,Jephrology
1836703735550239058,"@codeiumdev 🤣🤣This clownware would be decent if the devs weren't complete LIARS. Facts about this ""100% free forever"" Ai : use it for more than a few hours a day, they cut your contextual memory. &amp; after 5+ days of heavy use, every prompt causes a reset. Say hi to friendster for me🤡💻 https://t.co/2pNLQzdfZZ",2024-09-19 09:47:49.000,https://twitter.com/Jephrology/status/1836703735550239058,codeiumdev,twitter,pain,Jephrology
1836589510664040926,@codeiumdev what about o1 ?,2024-09-19 02:13:56.000,https://twitter.com/emicovi/status/1836589510664040926,codeiumdev,twitter,Neither,emicovi
1836558200952492175,@codeiumdev always use，good job,2024-09-19 00:09:31.000,https://twitter.com/jdwang001/status/1836558200952492175,codeiumdev,twitter,neither,jdwang001
1836501984163115381,@codeiumdev One of my favorite ai tools currently. I will have to give Pro a try 😉,2024-09-18 20:26:08.000,https://twitter.com/jeff_behnke_/status/1836501984163115381,codeiumdev,twitter,wow,jeff_behnke_
1836491577814061465,"@codeiumdev Is there an option to turn off these refactor, explain, and other options from the editor?",2024-09-18 19:44:47.000,https://twitter.com/shahrozbut1/status/1836491577814061465,codeiumdev,twitter,neither,shahrozbut1
1836482903494262859,@codeiumdev https://t.co/YeXn8dCS0Q,2024-09-18 19:10:19.000,https://twitter.com/thesosana/status/1836482903494262859,codeiumdev,twitter,neither,thesosana
1836480762222129244,"@codeiumdev This is cool, I've been using Codeium for a while. Unfortunately no Vim chat is a bit of a dealbreaker though :-(",2024-09-18 19:01:48.000,https://twitter.com/MatthewBlott/status/1836480762222129244,codeiumdev,twitter,pain,MatthewBlott
1836477511888212214,"@codeiumdev 2 questions:
1. Will in the future be available fine tuning for codebase on Pro tier?
2. How can I invest in your company? I really believe in your mission, and fact that Vector Informatik is your customer makes me feel even better (despite me not liking their products much xD)",2024-09-18 18:48:53.000,https://twitter.com/KhazAkar/status/1836477511888212214,codeiumdev,twitter,"pain
neither",KhazAkar
1836470583610970470,"@codeiumdev At 10 bucks a month this is REALLY tempting, specially because I don't need it for teams. 

I'll definitely take a closer look.",2024-09-18 18:21:21.000,https://twitter.com/fishraposo/status/1836470583610970470,codeiumdev,twitter,wow,fishraposo
1836397446949146749,Excited to meet everyone @Columbia ! Tech talk with @premqnair incoming https://t.co/sapYtU8h2t,2024-09-18 13:30:44.000,https://twitter.com/kevinhou22/status/1836397446949146749,codeiumdev,twitter,neither,kevinhou22
1835882625690419610,"@kevinhou22 @Princeton @Columbia @codeiumdev @kevinhou22 in Cambridge, MA but I would love to introduce you to some epic MIT and Harvard students- I am also interested in possibly joining CoediumDev!",2024-09-17 03:25:01.000,https://twitter.com/Bruhgularity/status/1835882625690419610,codeiumdev,twitter,neither,Bruhgularity
1835873205619396786,@codeiumdev Thanks Codeium every day!,2024-09-17 02:47:35.000,https://twitter.com/HailenLee/status/1835873205619396786,codeiumdev,twitter,neither,HailenLee
1835872904548135054,@codeiumdev Powered by Mintlify,2024-09-17 02:46:23.000,https://twitter.com/laogui/status/1835872904548135054,codeiumdev,twitter,neither,laogui
1835870955333386646,@codeiumdev Thanks for the awesome @codeiumdev 😎👍,2024-09-17 02:38:39.000,https://twitter.com/AmitSChejara/status/1835870955333386646,codeiumdev,twitter,"😊

output: wow",AmitSChejara
1833948945187225883,"@codeiumdev Hey, regarding your ""Team"" tier chat, does only the base model and premier use cortex? What about Claude and GPT4? How do they deal with big codebases?",2024-09-11 19:21:16.000,https://twitter.com/kurutah/status/1833948945187225883,codeiumdev,twitter,pain,kurutah
1833945869328286160,"I'll be in NYC and Princeton next week to meet with the best and brightest @Princeton and @Columbia computer science students. Anyone I should meet? DMs open.

@CodeiumDev is hiring like crazy, especially new grads. I can confirm there's never been a more exciting time to join!",2024-09-11 19:09:02.000,https://twitter.com/kevinhou22/status/1833945869328286160,codeiumdev,twitter,"wow
pain
neither",kevinhou22
1833549207652753872,"@codeiumdev @Cloudflare I don't think it ever will be. 

The way it works is fundamentally different from us, that's like saying screws will replace nails",2024-09-10 16:52:51.000,https://twitter.com/fishraposo/status/1833549207652753872,codeiumdev,twitter,pain,fishraposo
1832797275401183678,@codeiumdev please extension for ZED ide🙏🙏🙏🙏,2024-09-08 15:04:56.000,https://twitter.com/FrontDev070424/status/1832797275401183678,codeiumdev,twitter,neither,FrontDev070424
1832696975445139501,@codeiumdev Thanks Codeium everyday,2024-09-08 08:26:23.000,https://twitter.com/HailenLee/status/1832696975445139501,codeiumdev,twitter,neither,HailenLee
1832388173290430512,@codeiumdev codeium is best freebie ai code tool i have found.,2024-09-07 11:59:19.000,https://twitter.com/codeXDXD/status/1832388173290430512,codeiumdev,twitter,Neither,codeXDXD
1832322410831605825,@codeiumdev woot woot,2024-09-07 07:38:00.000,https://twitter.com/eshaan_moorjani/status/1832322410831605825,codeiumdev,twitter,neither,eshaan_moorjani
1831206107152372077,@codeiumdev @generalcatalyst @kleinerperkins yeah baby,2024-09-04 05:42:12.000,https://twitter.com/koiikikko/status/1831206107152372077,codeiumdev,twitter,neither,koiikikko
1831040380919550254,@codeiumdev @generalcatalyst @kleinerperkins 🎉🎉🦾,2024-09-03 18:43:40.000,https://twitter.com/FrankieS2727/status/1831040380919550254,codeiumdev,twitter,neither,FrankieS2727
1830837344746049969,"@TechCrunch Wow, this is a huge milestone for Codeium! Excited to see how they'll innovate and shape the future of coding and check this out @uspcoin",2024-09-03 05:16:52.000,https://twitter.com/Ajiaji0220/status/1830837344746049969,codeiumdev,twitter,pain,Ajiaji0220
1830708106483167729,@codeiumdev Is it only for premium? Can I bring my own keys?,2024-09-02 20:43:20.000,https://twitter.com/razhangwei/status/1830708106483167729,codeiumdev,twitter,pain,razhangwei
1829928992121430441,@codeiumdev ne,2024-08-31 17:07:24.000,https://twitter.com/BiriBenzer13004/status/1829928992121430441,codeiumdev,twitter,neither,BiriBenzer13004
1829754344540905525,@tiny_kiri Eyeliner &lt;3 🌟,2024-08-31 05:33:25.000,https://twitter.com/7h3h4ckv157/status/1829754344540905525,codeiumdev,twitter,neither,7h3h4ckv157
1829637280790634966,"@codeiumdev Your work is great, and available models, and their powers, are immense, too",2024-08-30 21:48:15.000,https://twitter.com/KhazAkar/status/1829637280790634966,codeiumdev,twitter,wow,KhazAkar
1829627725188923725,@codeiumdev I hope Codeium would be free forever 😏😏😏,2024-08-30 21:10:17.000,https://twitter.com/OwenvbugieJ/status/1829627725188923725,codeiumdev,twitter,wow,OwenvbugieJ
1829607051787714962,@TechCrunch I have found their testing automation pretty valuable,2024-08-30 19:48:08.000,https://twitter.com/Coverttrickster/status/1829607051787714962,codeiumdev,twitter,wow,Coverttrickster
1829600148097548503,"@TechCrunch Codeium is such a sick product. 
Congrats to the team!!",2024-08-30 19:20:42.000,https://twitter.com/_sbstnmrno/status/1829600148097548503,codeiumdev,twitter,wow,_sbstnmrno
1829597290014888251,@TechCrunch Big news!,2024-08-30 19:09:20.000,https://twitter.com/mychekio/status/1829597290014888251,codeiumdev,twitter,neither,mychekio
1829580046715277559,"@TechCrunch Congrats to Codeium on achieving unicorn status! 🎉 Excited to see more innovation in AI-powered coding assistants.
#GitHub #Copilot #AIPowered #UNICORN",2024-08-30 18:00:49.000,https://twitter.com/TECHWITHANJAN/status/1829580046715277559,codeiumdev,twitter,wow,TECHWITHANJAN
1829577610206277877,"@TechCrunch Kudos to Codeium on achieving unicorn status! Their AI-powered coding assistance platform is a game-changer, serving up suggestions in the context of an app's entire codebase and supporting around 70 programming languages. Exciting to see where this innovation takes us!",2024-08-30 17:51:08.000,https://twitter.com/TariqEl_Sayed/status/1829577610206277877,codeiumdev,twitter,wow,TariqEl_Sayed
1829570010320441397,Congratulations to the @codeiumdev team!! 🦄,2024-08-30 17:20:56.000,https://twitter.com/ReactMiamiConf/status/1829570010320441397,codeiumdev,twitter,wow,ReactMiamiConf
1829569024793227751,@TechCrunch No one is putting their own money down surely. Got to be pensioners money,2024-08-30 17:17:01.000,https://twitter.com/Spadey12/status/1829569024793227751,codeiumdev,twitter,pain,Spadey12
1829568805414285478,@TechCrunch My mum gave me £100 today...iam now worth £1000,2024-08-30 17:16:09.000,https://twitter.com/Spadey12/status/1829568805414285478,codeiumdev,twitter,wow,Spadey12
1829567761648931092,"🦄 Unicorn Alert 🦄 

Codeium, a startup whose product competes with GitHub Copilot and other AI-powered coding assistants has achieved unicorn status. Codeium said it closed a $150 million Series C round led by General Catalyst that values the company at $1.25 billion post-money. https://t.co/Y0yktKVHBe",2024-08-30 17:12:00.000,https://twitter.com/TechCrunch/status/1829567761648931092,codeiumdev,twitter,"😊

wow",TechCrunch
1829516994917347442,@tiny_kiri @codeiumdev What brand model is that laptop looks nicr,2024-08-30 13:50:17.000,https://twitter.com/wuheitek/status/1829516994917347442,codeiumdev,twitter,neither,wuheitek
1829506926646006049,@codeiumdev @generalcatalyst @kleinerperkins Great to see more funding for AI coding tools — and smart for Codeium to announce here. (Many companies don’t even link to press reports.),2024-08-30 13:10:16.000,https://twitter.com/AiDeeply/status/1829506926646006049,codeiumdev,twitter,neither,AiDeeply
1829370871661670735,"@svpino I  have yet to try Llama, but I like Claude 3.5 on cursor. Would like to see one with Gemini 1.5",2024-08-30 04:09:38.000,https://twitter.com/fred_pope/status/1829370871661670735,codeiumdev,twitter,neither,fred_pope
1829370565590995425,"@codeiumdev @Nasdaq Congrats guys, great product",2024-08-30 04:08:25.000,https://twitter.com/robofearth/status/1829370565590995425,codeiumdev,twitter,neither,robofearth
1829347092688667011,@svpino It's good of you to pump it for them as they get ready to IPO,2024-08-30 02:35:09.000,https://twitter.com/justarolloftape/status/1829347092688667011,codeiumdev,twitter,Neither,justarolloftape
1829339384224616904,"@svpino First Cursor, now Codeium. I feel very worried for junior software developers looking for employment. the field is just becoming more competitive and everyone’s going to latch onto AI coding",2024-08-30 02:04:31.000,https://twitter.com/Lyle_AI/status/1829339384224616904,codeiumdev,twitter,pain,Lyle_AI
1829295463562137637,"@codeiumdev @Nasdaq Just started using it today, you guys are unreal 🔥 Congrats lads!",2024-08-29 23:09:59.000,https://twitter.com/MannyGaraboa/status/1829295463562137637,codeiumdev,twitter,wow,MannyGaraboa
1829269707654053967,"@svpino I wish to short this, all of this.",2024-08-29 21:27:39.000,https://twitter.com/williamevanl/status/1829269707654053967,codeiumdev,twitter,pain,williamevanl
1829261400805671087,@LM_Braswell @codeiumdev @kleinerperkins Hey Leigh! Just DMed you!,2024-08-29 20:54:38.000,https://twitter.com/naollllllllllll/status/1829261400805671087,codeiumdev,twitter,neither,naollllllllllll
1829256207682679116,"@LM_Braswell @codeiumdev @kleinerperkins Hi Leigh, how are you doing?
I am Vaishnavi, an MS CS student at UMass Am. I believe my academics and work exp make me a good fit for the Software Dev role at Codeium. I would love to have a chat with you. Sending u a DM as well. Thanks.!",2024-08-29 20:34:00.000,https://twitter.com/VaishnaviDaber/status/1829256207682679116,codeiumdev,twitter,neither,VaishnaviDaber
1829247930097979815,@codeiumdev 🫶,2024-08-29 20:01:06.000,https://twitter.com/tiny_kiri/status/1829247930097979815,codeiumdev,twitter,neither,tiny_kiri
1829242350910009441,@codeiumdev Thanks for sharing!,2024-08-29 19:38:56.000,https://twitter.com/csaba_kissi/status/1829242350910009441,codeiumdev,twitter,neither,csaba_kissi
1829238425460892046,@codeiumdev @generalcatalyst @kleinerperkins Wow,2024-08-29 19:23:20.000,https://twitter.com/ghumare64/status/1829238425460892046,codeiumdev,twitter,neither,ghumare64
1829237159813087392,"@svpino If Codeium's paid version is same as free then its far behind Copilot &amp; Claude. Copilot at $10/mo offers much superior product at better value.

I'd like to switch to Cursor/Claude if only they'd offer integration with Jetbrains. Having to switch to a new IDE is a big downer!",2024-08-29 19:18:19.000,https://twitter.com/amitgupta/status/1829237159813087392,codeiumdev,twitter,pain,amitgupta
1829232570443219278,@codeiumdev @generalcatalyst @kleinerperkins Where you're starting others end. 😀,2024-08-29 19:00:04.000,https://twitter.com/csaba_kissi/status/1829232570443219278,codeiumdev,twitter,pain,csaba_kissi
1829228664388759593,@svpino I still prefer Cursor to Codeium but that's just me,2024-08-29 18:44:33.000,https://twitter.com/Adrian_R_Morris/status/1829228664388759593,codeiumdev,twitter,neither,Adrian_R_Morris
1829228440584687663,@tiny_kiri @codeiumdev How is it at generating e2e UI tests (e.g. Playwright)?,2024-08-29 18:43:40.000,https://twitter.com/StevenBoutcher/status/1829228440584687663,codeiumdev,twitter, neither,StevenBoutcher
1829227759622861136,@tiny_kiri @codeiumdev Boom!,2024-08-29 18:40:57.000,https://twitter.com/uixmat/status/1829227759622861136,codeiumdev,twitter,neither,uixmat
1829226233848365496,"@svpino I prefer interactive chat with Claude and just typing it in. I've had too much code clobbered by these things at this time, but the idea of them is great",2024-08-29 18:34:54.000,https://twitter.com/datamoor/status/1829226233848365496,codeiumdev,twitter,pain,datamoor
1829226184107864223,@tiny_kiri @codeiumdev Eyeliner 😍,2024-08-29 18:34:42.000,https://twitter.com/TommieTechie/status/1829226184107864223,codeiumdev,twitter,neither,TommieTechie
1829225652186419382,@tiny_kiri @codeiumdev Series A round indeed!,2024-08-29 18:32:35.000,https://twitter.com/IvanMontillaM/status/1829225652186419382,codeiumdev,twitter,Neither,IvanMontillaM
1829225422447620523,"When your favorite coding assistant just raised $150M

 @codeiumdev https://t.co/odOGyrgLYM",2024-08-29 18:31:40.000,https://twitter.com/tiny_kiri/status/1829225422447620523,codeiumdev,twitter,wow,tiny_kiri
1829224068887044568,@csaba_kissi It solves a burning problem 🥰,2024-08-29 18:26:18.000,https://twitter.com/ThePeterMick/status/1829224068887044568,codeiumdev,twitter,wow,ThePeterMick
1829223691164758479,@LM_Braswell @codeiumdev @kleinerperkins LFG!!!!! That @_mohansolo &lt;&gt; @LM_Braswell collab is unmatched 👊,2024-08-29 18:24:47.000,https://twitter.com/amanda_robs/status/1829223691164758479,codeiumdev,twitter,wow,amanda_robs
1829220064467529994,@svpino How does it compare to cursor ai,2024-08-29 18:10:23.000,https://twitter.com/victor_explore/status/1829220064467529994,codeiumdev,twitter,Neither,victor_explore
1829216292437471313,@svpino That’s crazy money. The AI gold rush is in full swing.,2024-08-29 17:55:23.000,https://twitter.com/Olney1Ben/status/1829216292437471313,codeiumdev,twitter,pain,Olney1Ben
1829212385040793899,"@codeiumdev @generalcatalyst @kleinerperkins Codeium is an amazing tool, Better than GitHub co pilot.
Your contextual awareness in team account is truly amazing.
It remembers my entire web app with 60 70 files easily.",2024-08-29 17:39:52.000,https://twitter.com/suraj_b19/status/1829212385040793899,codeiumdev,twitter,wow,suraj_b19
1829212283391930729,"Holy Moly! Another $150M investment to automatically write code with AI.

Software development is changing forever right before our eyes!

These guys are an enterprise-ready Copilot competitor, completely free for developers.",2024-08-29 17:39:28.000,https://twitter.com/svpino/status/1829212283391930729,codeiumdev,twitter,wow,svpino
1829207472013488276,".@codeiumdev eliminates coding tedium, enabling developers and organizations to dream bigger.

By processing 100 million lines of code in an instant, Codeium’s generative AI-powered platform makes coding a superpower for enterprises like our portfolio company, @anduriltech. Need to adjust all call sites and queries to conform to the semantics of the new API signature or schema? Cortex is the reasoning engine that will get this done so developers can focus on more creative tasks. Forge, Codeium’s code review assistant, expedites code review cycle times and enhances code review culture.

“The future of coding isn’t just about writing lines of code faster—it’s about enabling developers to think bigger, push boundaries, and achieve the extraordinary.” -@_mohansolo, Codeium’s Co-Founder & CEO

We’re proud to double down on our partnership with Varun, Douglas, and the entire team by leading Codeium’s $150M Series C raise.

More from the Codeium team → https://t.co/U66VHEwdYl

@TechCrunch exclusive → https://t.co/AbWdOLOyu0",2024-08-29 17:20:21.000,https://twitter.com/generalcatalyst/status/1829207472013488276,codeiumdev,twitter,wow,generalcatalyst
1829197780415598804,@codeiumdev @generalcatalyst @kleinerperkins Let's connect,2024-08-29 16:41:50.000,https://twitter.com/TechByMarkandey/status/1829197780415598804,codeiumdev,twitter,Neither,TechByMarkandey
1829197323458498800,"Huge milestone for the @codeiumdev team, and I’m so excited for the future of software development! It’s been truly incredible seeing what they’ve accomplished in less than a year since @kleinerperkins partnered with them at the Series B. Codeium is also hiring across the board - I’m always happy to chat more if you’re looking for a new role.",2024-08-29 16:40:01.000,https://twitter.com/LM_Braswell/status/1829197323458498800,codeiumdev,twitter,wow,LM_Braswell
1829196854917202404,@csaba_kissi Thanks for sharing,2024-08-29 16:38:09.000,https://twitter.com/Cybernerx/status/1829196854917202404,codeiumdev,twitter,neither,Cybernerx
1829196618308202638,@csaba_kissi This is incredibly amazing 💐💐,2024-08-29 16:37:13.000,https://twitter.com/avere_mbane/status/1829196618308202638,codeiumdev,twitter,wow,avere_mbane
1829195528183394648,@csaba_kissi That's a ton of money!,2024-08-29 16:32:53.000,https://twitter.com/SaveToBookmarks/status/1829195528183394648,codeiumdev,twitter,pain,SaveToBookmarks
1829195251472544075,"Wow! AI Coding Assistants are heating up.

Codeium is making big moves to Enterprises.

$150 Million funding 🤯🤯",2024-08-29 16:31:47.000,https://twitter.com/csaba_kissi/status/1829195251472544075,codeiumdev,twitter,"😊

Neither",csaba_kissi
1829194343158337767,"@TechCrunch ⚡संत रामपाल जी महाराज के आध्यात्मिक सत्संग सुनने से मनुष्य को ज्ञात होता है कि उसके जीवन का मूल उद्देश्य क्या है, सत भक्ति की विधि क्या है, किस परमात्मा की भक्ति करने से उसका जीवन सफल होगा तथा उसे क्या कर्म करना चाहिए और क्या नहीं।
#मनुष्य_जीवन_का_उद्देश्य
#SantRampalJiMaharaj https://t.co/eOgAqagTKh",2024-08-29 16:28:10.000,https://twitter.com/LakhanDas7697/status/1829194343158337767,codeiumdev,twitter,neither,LakhanDas7697
1829194068867592325,"@codeiumdev @generalcatalyst @kleinerperkins Wow $150M is a ton of money!

Congrats!",2024-08-29 16:27:05.000,https://twitter.com/csaba_kissi/status/1829194068867592325,codeiumdev,twitter,wow,csaba_kissi
1829192733694799993,@codeiumdev @generalcatalyst @kleinerperkins Let's go team Codeium!!! 🦄,2024-08-29 16:21:47.000,https://twitter.com/MerritaLlarena/status/1829192733694799993,codeiumdev,twitter,"😊

Neither",MerritaLlarena
1829187832100929810,GitHub Copilot competitor Codeium raises $150M at a $1.25B valuation https://t.co/3FUmIrkcj8,2024-08-29 16:02:18.000,https://twitter.com/TechCrunch/status/1829187832100929810,codeiumdev,twitter,Neither,TechCrunch
1828865445363081672,"@codeiumdev I would love to see an intermediate tier for individuals so we can have this without the analytics and other features for teams. Also I would love to see a Chat feature for neovim, I'm willing to code it myself but there's no API for individuals.",2024-08-28 18:41:15.000,https://twitter.com/luiscassih/status/1828865445363081672,codeiumdev,twitter,wow,luiscassih
1828777198842765545,@codeiumdev please add artifacts so https://t.co/t7eDhGsfHl can create files as needed,2024-08-28 12:50:35.000,https://twitter.com/DeadbeatDroid/status/1828777198842765545,codeiumdev,twitter,Neither,DeadbeatDroid
1828772455718211619,@codeiumdev How do I set the model in emacs?,2024-08-28 12:31:45.000,https://twitter.com/spfoos/status/1828772455718211619,codeiumdev,twitter,neither,spfoos
1828751968434798967,"@codeiumdev How do you ""focus"" using the ""/""? Been tapping this for days, and nothing has been ""focussed"" https://t.co/7rPLmH7lGe",2024-08-28 11:10:20.000,https://twitter.com/richsoansphotos/status/1828751968434798967,codeiumdev,twitter,pain,richsoansphotos
1828644966605967673,@codeiumdev So late,2024-08-28 04:05:09.000,https://twitter.com/laogui/status/1828644966605967673,codeiumdev,twitter,neither,laogui
1828642467912262023,@codeiumdev Awesome!!!,2024-08-28 03:55:13.000,https://twitter.com/HackerXian/status/1828642467912262023,codeiumdev,twitter,neither,HackerXian
1828637793687335153,@codeiumdev Keep up the good work! 🤘,2024-08-28 03:36:39.000,https://twitter.com/o_b/status/1828637793687335153,codeiumdev,twitter,pain,o_b
1828636778728984789,@codeiumdev Is it free? I have been using @codeiumdev since long and it's amazing 😍,2024-08-28 03:32:37.000,https://twitter.com/AmitSChejara/status/1828636778728984789,codeiumdev,twitter,"😊

Output: wow",AmitSChejara
1828635515584704970,"@codeiumdev That's amazing!

Claude is not available on brazil yet, so this is a great way to test it out",2024-08-28 03:27:35.000,https://twitter.com/fishraposo/status/1828635515584704970,codeiumdev,twitter,wow,fishraposo
1827981044609675361,@codeiumdev @generalcatalyst @kleinerperkins holy cow,2024-08-26 08:06:57.000,https://twitter.com/ziliao6/status/1827981044609675361,codeiumdev,twitter,wow,ziliao6
1827870792513990885,@codeiumdev Whoa 👏,2024-08-26 00:48:51.000,https://twitter.com/robofearth/status/1827870792513990885,codeiumdev,twitter,neither,robofearth
1827744355429327028,@codeiumdev @okta Thanks Codeium every day,2024-08-25 16:26:26.000,https://twitter.com/HailenLee/status/1827744355429327028,codeiumdev,twitter,Neither,HailenLee
